Field.Notebook,Image,Field.Number,Genus,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
269,6,CD 11363,Desmognathus fuscus,juvenile,23.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11362,Desmognathus fuscus,juvenile,24.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11361,Desmognathus fuscus,juvenile,25,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11360,Desmognathus fuscus,female,25.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11355,Desmognathus fuscus,juvenile,25.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11358,Desmognathus fuscus,juvenile,26,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,CD 11365,Desmognathus fuscus,female,26.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11364,Desmognathus fuscus,female,27,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,7,CD 11366,Desmognathus fuscus,male,27,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11356,Desmognathus fuscus,female,34.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11357,Desmognathus fuscus,female,35,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11359,Desmognathus fuscus,female,35.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11354,Desmognathus fuscus,female,38,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11342,Desmognathus fuscus,female,39.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11348,Desmognathus fuscus,female,41,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11349,Desmognathus fuscus,male,41,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11353,Desmognathus fuscus,male,41,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11344,Desmognathus fuscus,male,41.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11345,Desmognathus fuscus,male,41.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11347,Desmognathus fuscus,male,41.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11341,Desmognathus fuscus,male,43,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11351,Desmognathus fuscus,female,43.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11346,Desmognathus fuscus,male,44.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11343,Desmognathus fuscus,male,46,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11352,Desmognathus fuscus,male,46.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11350,Desmognathus fuscus,male,54.5,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,6,CD 11340,Desmognathus fuscus,male,55,,,Semi,biphasic ,14.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,19,CD 11542,Desmognathus fuscus,larva,11,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11544,Desmognathus fuscus,larva,11.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11546,Desmognathus fuscus,larva,11.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11545,Desmognathus fuscus,larva,12,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11543,Desmognathus fuscus,larva,12.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11485,Desmognathus fuscus,juvenile,14.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11494,Desmognathus fuscus,juvenile,14.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11490,Desmognathus fuscus,juvenile,18.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11491,Desmognathus fuscus,juvenile,19,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11489,Desmognathus fuscus,larva,19,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11492,Desmognathus fuscus,larva,19,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11541,Desmognathus fuscus,larva,19.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11488,Desmognathus fuscus,larva,21,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11484,Desmognathus fuscus,juvenile,22.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11486,Desmognathus fuscus,juvenile,23.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11493,Desmognathus fuscus,juvenile,23.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11487,Desmognathus fuscus,juvenile,24.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11496,Desmognathus fuscus,male,29.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11495,Desmognathus fuscus,female,30,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11499,Desmognathus fuscus,female,31,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11498,Desmognathus fuscus,male,32,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11500,Desmognathus fuscus,female,32.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11539,Desmognathus fuscus,male,34,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,16,CD 11497,Desmognathus fuscus,male,34.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11501,Desmognathus fuscus,female,35,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11505,Desmognathus fuscus,male,35,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11549,Desmognathus fuscus,female,35.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11551,Desmognathus fuscus,male,36.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11502,Desmognathus fuscus,female,37,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11550,Desmognathus fuscus,male,37.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11504,Desmognathus fuscus,female,39,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11513,Desmognathus fuscus,female,40,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11506,Desmognathus fuscus,male,40,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11515,Desmognathus fuscus,female,40.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11517,Desmognathus fuscus,male,40.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11523,Desmognathus fuscus,male,40.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,80,CD 6930,Desmognathus fuscus,female,41,69.5,,Semi,biphasic ,14.5,,8/18/58,August,,5200,5200,,9/6/58,,"Whitetop Mt., Grayson Co., VA in Spring on Bald"
269,17,CD 11511,Desmognathus fuscus,female,41.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11514,Desmognathus fuscus,female,41.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11507,Desmognathus fuscus,male,41.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11516,Desmognathus fuscus,male,41.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11503,Desmognathus fuscus,female,42,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11519,Desmognathus fuscus,male,42.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11508,Desmognathus fuscus,female,43,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11509,Desmognathus fuscus,female,43,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11520,Desmognathus fuscus,female,43,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11540,Desmognathus fuscus,larva,44,,,Semi,biphasic ,14.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11518,Desmognathus fuscus,male,44,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11512,Desmognathus fuscus,female,44.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11531,Desmognathus fuscus,male,44.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11522,Desmognathus fuscus,male,45,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11521,Desmognathus fuscus,female,45.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11510,Desmognathus fuscus,female,46,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11524,Desmognathus fuscus,female,49,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11526,Desmognathus fuscus,female,49,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,19,CD 11552,Desmognathus fuscus,female,49,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11527,Desmognathus fuscus,male,49.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11528,Desmognathus fuscus,male,52,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11529,Desmognathus fuscus,male,53,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,17,CD 11525,Desmognathus fuscus,male,54,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11534,Desmognathus fuscus,male,54,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11530,Desmognathus fuscus,male,56,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11532,Desmognathus fuscus,male,56,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11535,Desmognathus fuscus,male,56,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11536,Desmognathus fuscus,male,56.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,18,CD 11533,Desmognathus fuscus,male,59.5,,,Semi,biphasic ,14.5,,8/18/58,August,,5300,5300,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,49,CD11938,Desmognathus fuscus,female,45,,129,Semi,biphasic ,14.5,stream bank,9/1/58,September,,3750,3750,,,stream bank,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,49,CD11940,Desmognathus fuscus,male,47.5,,130,Semi,biphasic ,14.5,stream bank,9/1/58,September,,3750,3750,,,stream bank,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,49,CD11939,Desmognathus fuscus,male,49,,131,Semi,biphasic ,14.5,stream bank,9/1/58,September,,3750,3750,,,stream bank,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,49,CD11941,Desmognathus fuscus,male,62,,132,Semi,biphasic ,14.5,stream bank,9/1/58,September,,3750,3750,,,stream bank,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,49,CD11942,Desmognathus fuscus,male,63.5,,133,Semi,biphasic ,14.5,stream bank,9/1/58,September,,3750,3750,,,stream bank,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,54,CD 6647,Desmognathus fuscus,male,40.5,,0,Semi,biphasic ,14.5,stream bed ,9/2/58,September,,4050,4050,,,stream bed,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6668,Desmognathus fuscus,juvenile,19.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6677,Desmognathus fuscus,juvenile,19.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6676,Desmognathus fuscus,juvenile,21.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6678,Desmognathus fuscus,male,27.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6679,Desmognathus fuscus,male,29.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6670,Desmognathus fuscus,female,34.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6669,Desmognathus fuscus,female,35,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,56,CD 6671,Desmognathus fuscus,male,52.5,,,Semi,biphasic ,14.5,,9/3/58,September,,4325,4325,,,,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
269,62,CD 6779,Desmognathus fuscus,female,44,,,Semi,biphasic ,14.5,,9/4/58,September,,3775,37503800,,,,"South Side Whitetop Mt., Grayson Co., VA small spring"
269,62,CD 6782,Desmognathus fuscus,male,47.5,,,Semi,biphasic ,14.5,,9/4/58,September,,3775,37503800,,,,"South Side Whitetop Mt., Grayson Co., VA small spring"
269,62,CD 6780,Desmognathus fuscus,female,48.5,,,Semi,biphasic ,14.5,,9/4/58,September,,3775,37503800,,,,"South Side Whitetop Mt., Grayson Co., VA small spring"
269,62,CD 6781,Desmognathus fuscus,male,50,,,Semi,biphasic ,14.5,,9/4/58,September,,3775,37503800,,,,"South Side Whitetop Mt., Grayson Co., VA small spring"
269,67,CD 6837,Desmognathus fuscus,larva,13,,0,Semi,biphasic ,14.5,stream,9/5/58,September,,4600,4600,,,stream,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,67,CD 6838,Desmognathus fuscus,larva,13,,0,Semi,biphasic ,14.5,stream,9/5/58,September,,4600,4600,,,stream,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,68,CD 6857,Desmognathus fuscus,juvenile,18,,0,Semi,biphasic ,14.5,stream,9/5/58,September,,4700,4700,,,stream,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,67,CD 6844,Desmognathus fuscus,juvenile,20,,0,Semi,biphasic ,14.5,stream bed ,9/5/58,September,,4600,4600,,,stream bed,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,67,CD 6839,Desmognathus fuscus,juvenile,21,,0,Semi,biphasic ,14.5,stream bed ,9/5/58,September,,4600,4600,,,stream bed,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,68,CD 6861,Desmognathus fuscus,juvenile,21.5,,0,Semi,biphasic ,14.5,stream,9/5/58,September,,4700,4700,,,stream,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,68,CD 6858,Desmognathus fuscus,juvenile,22.5,,0,Semi,biphasic ,14.5,stream,9/5/58,September,,4700,4700,,,stream,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,68,CD 6860,Desmognathus fuscus,juvenile,26,,0,Semi,biphasic ,14.5,stream,9/5/58,September,,4700,4700,,,stream,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
